epoch,time,test-score,train-score,loss
0,4134.537165977001,-0.09627685747088732,-0.051409612426090344,0.0013432025543089095
1,8270.388433801,0.020414698582979746,-0.042740873950203005,0.0013755028631192794
2,12363.732235451,-0.11037596325990504,-0.035751065012039264,0.0014195885861197092
