epoch,time,test-score,train-score,loss,q_value,epsilon
0,1875.415258303,-0.11247560182173065,-0.057876057876057874,0.0017705701318381029,51.33956381486257,0.1
1,3724.980882908,0.0038115319114427055,-0.04418946642217825,0.0013767463743634962,51.308495059108736,0.1
2,5558.737548642001,-0.08315343407691693,-0.048380651372313954,0.0013607443491323067,50.017711685466764,0.1
3,7404.593036939001,0.0019689690478065683,-0.06913113083976132,0.0013423127244115514,50.93547908563614,0.1
4,9231.109179127001,-0.0516439454691259,-0.033673488082369966,0.00116985876048549,50.656738497924806,0.1
